chrom	start	end	name	repeat_unit_size	color_rgb
chr9_hap2	46239637	46240829	#931:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46240829	46241167	#932:S2C9H1L.1-2	2	(31, 119, 180)
chr9_hap2	46241338	46241680	#933:S2C9H1L.6-7	2	(31, 119, 180)
chr9_hap2	46241680	46242018	#934:S2C9H1L.1-2	2	(31, 119, 180)
chr9_hap2	46242189	46242531	#935:S2C9H1L.6-7	2	(31, 119, 180)
chr9_hap2	46242531	46243211	#936:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46243211	46244403	#937:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46244403	46245083	#938:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46245083	46245763	#939:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46245763	46246955	#940:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46246955	46247635	#941:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46247635	46248827	#942:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46248827	46249165	#943:S2C9H1L.1-2	2	(31, 119, 180)
chr9_hap2	46249336	46249678	#944:S2C9H1L.6-7	2	(31, 119, 180)
chr9_hap2	46249678	46250358	#945:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46250358	46251550	#946:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46251550	46252230	#947:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46252230	46252910	#948:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46252910	46254102	#949:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46254102	46254782	#950:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46254782	46255462	#951:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46255462	46256142	#952:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46256142	46257334	#953:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46257334	46258014	#954:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46258014	46259206	#955:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46259206	46259886	#956:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46259886	46260566	#957:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46260566	46261758	#958:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46261758	46262438	#959:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46262438	46263118	#960:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46263118	46263798	#961:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46263798	46264990	#962:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46264990	46265670	#963:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46265670	46266350	#964:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46266350	46267030	#965:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46267030	46267710	#966:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46267710	46268902	#967:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46268902	46269582	#968:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46269582	46270774	#969:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46270774	46271454	#970:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46271454	46272134	#971:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46272134	46273326	#972:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46273326	46274006	#973:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46274006	46275198	#974:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46275198	46275878	#975:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46275878	46276556	#976:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46276556	46277070	#977:S2C9H1L.5-7	3	(31, 119, 180)
chr9_hap2	46277070	46277750	#978:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46277750	46278942	#979:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46278942	46279622	#980:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46279622	46280300	#981:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46280300	46280814	#982:S2C9H1L.5-7	3	(31, 119, 180)
chr9_hap2	46280814	46281494	#983:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46281494	46282686	#984:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46282686	46283366	#985:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46283366	46284044	#986:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46284044	46284558	#987:S2C9H1L.5-7	3	(31, 119, 180)
chr9_hap2	46284558	46285750	#988:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46285750	46286430	#989:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46286430	46287622	#990:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46287622	46288302	#991:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46288302	46289494	#992:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46289494	46290174	#993:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46290174	46290852	#994:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46290852	46291365	#995:S2C9H1L.5-7	3	(31, 119, 180)
chr9_hap2	46291365	46292046	#996:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46292046	46293238	#997:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46293238	46293918	#998:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46293918	46294596	#999:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46294596	46295110	#1000:S2C9H1L.5-7	3	(31, 119, 180)
chr9_hap2	46295110	46295790	#1001:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46295790	46296982	#1002:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46296982	46297662	#1003:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46297662	46298342	#1004:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46298342	46299022	#1005:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46299022	46300214	#1006:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46300214	46300894	#1007:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46300894	46302086	#1008:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46302086	46302766	#1009:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46302766	46303444	#1010:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46303444	46303958	#1011:S2C9H1L.5-7	3	(31, 119, 180)
chr9_hap2	46303958	46304638	#1012:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46304638	46305659	#1013:S2C9H1L.1-6	6	(174, 199, 232)
chr9_hap2	46305830	46306172	#1014:S2C9H1L.6-7	2	(31, 119, 180)
chr9_hap2	46306172	46306852	#1015:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46306852	46308044	#1016:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46308044	46308724	#1017:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46308724	46309916	#1018:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46309916	46310596	#1019:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46310596	46311276	#1020:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46311276	46312468	#1021:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46312468	46313148	#1022:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46313148	46314340	#1023:S2C9H1L.1-5_3_7	7	(174, 199, 232)
chr9_hap2	46314340	46315018	#1024:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46315018	46315533	#1025:S2C9H1L.5-7	3	(31, 119, 180)
chr9_hap2	46315533	46316213	#1026:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46316213	46317405	#1027:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46317405	46318085	#1028:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46318085	46318763	#1029:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46318763	46319277	#1030:S2C9H1L.5-7	3	(31, 119, 180)
chr9_hap2	46319277	46319957	#1031:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46319957	46321149	#1032:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46321149	46321829	#1033:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46321829	46322507	#1034:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46322507	46323021	#1035:S2C9H1L.5-7	3	(31, 119, 180)
chr9_hap2	46323021	46323701	#1036:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46323701	46324893	#1037:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46324893	46325573	#1038:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46325573	46326253	#1039:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46326253	46326933	#1040:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46326933	46328125	#1041:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46328125	46328805	#1042:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46328805	46329485	#1043:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46329485	46330677	#1044:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46330677	46331357	#1045:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46331357	46332037	#1046:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46332037	46333229	#1047:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46333229	46333909	#1048:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46333909	46335101	#1049:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46335101	46335781	#1050:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46335781	46336461	#1051:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46336461	46337653	#1052:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46337653	46338333	#1053:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46338333	46339525	#1054:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46339525	46340205	#1055:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46340205	46340885	#1056:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46340885	46342077	#1057:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46342077	46342757	#1058:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46342757	46343437	#1059:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46343437	46344629	#1060:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46344629	46345309	#1061:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46345309	46345989	#1062:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46345989	46347181	#1063:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46347181	46347861	#1064:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46347861	46348541	#1065:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46348541	46349733	#1066:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46349733	46350413	#1067:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46350413	46351093	#1068:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46351093	46352285	#1069:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46352285	46352965	#1070:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46352965	46353645	#1071:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46353645	46354837	#1072:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46354837	46355517	#1073:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46355517	46356197	#1074:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46356197	46357389	#1075:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46357389	46358069	#1076:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46358069	46358749	#1077:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46358749	46359941	#1078:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46359941	46360621	#1079:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46360621	46361301	#1080:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46361301	46362493	#1081:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46362493	46363173	#1082:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46363173	46363853	#1083:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46363853	46365045	#1084:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46365045	46365725	#1085:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46365725	46366405	#1086:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46366405	46367597	#1087:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46367597	46368277	#1088:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46368277	46368957	#1089:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46368957	46370149	#1090:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46370149	46370829	#1091:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46370829	46371509	#1092:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46371509	46372701	#1093:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46372701	46373381	#1094:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46373381	46374573	#1095:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46374573	46375253	#1096:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46375253	46375933	#1097:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46375933	46377125	#1098:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46377125	46377805	#1099:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46377805	46378485	#1100:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46378485	46379677	#1101:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46379677	46380357	#1102:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46380357	46381037	#1103:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46381037	46382229	#1104:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46382229	46382909	#1105:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46382909	46383589	#1106:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46383589	46384781	#1107:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46384781	46385461	#1108:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46385461	46386141	#1109:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46386141	46387333	#1110:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46387333	46388013	#1111:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46388013	46388693	#1112:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46388693	46389885	#1113:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46389885	46390565	#1114:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46390565	46391245	#1115:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46391245	46392437	#1116:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46392437	46393117	#1117:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46393117	46393797	#1118:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46393797	46394989	#1119:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46394989	46395669	#1120:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46395669	46396349	#1121:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46396349	46397541	#1122:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46397541	46398221	#1123:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46398221	46398901	#1124:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46398901	46399581	#1125:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46399581	46400261	#1126:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46400261	46400941	#1127:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46400941	46402133	#1128:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46402133	46402813	#1129:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46402813	46403493	#1130:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46403493	46404173	#1131:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46404173	46404853	#1132:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46404853	46406045	#1133:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46406045	46406724	#1134:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46406724	46407405	#1135:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46407405	46408085	#1136:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46408085	46409277	#1137:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46409277	46409957	#1138:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46409957	46410637	#1139:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46410637	46411829	#1140:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46411829	46412509	#1141:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46412509	46413189	#1142:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46413189	46413869	#1143:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46413869	46415061	#1144:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46415061	46415741	#1145:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46415741	46416933	#1146:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46416933	46417613	#1147:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46417613	46418293	#1148:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46418293	46419485	#1149:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46419485	46420165	#1150:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46420165	46420845	#1151:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46420845	46421525	#1152:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46421525	46422716	#1153:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46422716	46423396	#1154:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46423396	46424076	#1155:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46424076	46424756	#1156:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46424756	46425947	#1157:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46425947	46426627	#1158:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46426627	46427307	#1159:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46427307	46427987	#1160:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46427987	46429179	#1161:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46429179	46429859	#1162:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46429859	46430539	#1163:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46430539	46431219	#1164:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46431219	46432411	#1165:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46432411	46433091	#1166:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46433091	46433771	#1167:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46433771	46434963	#1168:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46434963	46435643	#1169:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46435643	46436323	#1170:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46436323	46437003	#1171:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46437003	46438195	#1172:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46438195	46438875	#1173:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46438875	46439555	#1174:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46439555	46440747	#1175:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46440747	46441427	#1176:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46441427	46442107	#1177:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46442107	46443299	#1178:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46443299	46443979	#1179:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46443979	46445171	#1180:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46445171	46445851	#1181:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46445851	46446531	#1182:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46446531	46447723	#1183:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46447723	46448403	#1184:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46448403	46449083	#1185:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46449083	46450274	#1186:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46450274	46450954	#1187:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46450954	46452146	#1188:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46452146	46452826	#1189:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46452826	46453506	#1190:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46453506	46454186	#1191:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46454186	46455378	#1192:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46455378	46456058	#1193:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46456058	46456738	#1194:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46456738	46457418	#1195:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46457418	46458610	#1196:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46458610	46459290	#1197:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46459290	46459970	#1198:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46459970	46460649	#1199:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46460649	46461841	#1200:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46461841	46462521	#1201:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46462521	46463201	#1202:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46463201	46463881	#1203:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46463881	46465073	#1204:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46465073	46465753	#1205:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46465753	46466433	#1206:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46466433	46467113	#1207:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46467113	46468305	#1208:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46468305	46468985	#1209:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46468985	46469665	#1210:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46469665	46470343	#1211:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46470343	46470856	#1212:S2C9H1L.5-7	3	(31, 119, 180)
chr9_hap2	46470856	46471536	#1213:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46471536	46472216	#1214:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46472216	46473408	#1215:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46473408	46474088	#1216:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46474088	46474768	#1217:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46474768	46475106	#1218:S2C9H1L.1_7	2	(31, 119, 180)
chr9_hap2	46475106	46476298	#1219:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46476298	46476978	#1220:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46476978	46477658	#1221:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46477658	46478850	#1222:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46478850	46479530	#1223:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46479530	46480210	#1224:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46480210	46480548	#1225:S2C9H1L.1-2	2	(31, 119, 180)
chr9_hap2	46480719	46481061	#1226:S2C9H1L.3_7	2	(31, 119, 180)
chr9_hap2	46481061	46482253	#1227:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46482253	46482933	#1228:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46482933	46483613	#1229:S2C9H1L.1-3_7	4	(31, 119, 180)
chr9_hap2	46483613	46484805	#1230:S2C9H1L.1-7	7	(174, 199, 232)
chr9_hap2	46484805	46485485	#1231:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46485485	46486165	#1232:S2C9H1L.1-2_6-7	4	(31, 119, 180)
chr9_hap2	46486165	46486503	#1233:S2C9H1L.1-2	2	(31, 119, 180)
chr9_hap2	46486674	46487016	#1234:S2C9H1L.3_7	2	(31, 119, 180)
chr9_hap2	46487016	46488208	#1235:S2C9H1L.1-7	7	(174, 199, 232)
