chr	start	end	het_ratio	het_length
chr2	183094742	183095408	47.6	666
chr2	183115547	183116160	46.4	613
chr2	183136603	183137016	38.5	413
chr2	183289398	183291471	29.4	2073
chr2	183707436	183708357	46.2	921
chr2	183754728	183755599	45	871
chr2	183757499	183758382	47.4	883
chr2	183759815	183761627	41	1812
chr2	183762364	183762584	28.1	220
chr2	183970756	183971547	41.1	791
chr2	183998746	184000488	40.5	1742
chr2	184049449	184050725	39.6	1276
chr2	184170416	184171073	44.3	657
chr2	184206908	184207898	40.8	990
chr2	184229664	184231153	41.3	1489
chr2	184280352	184281232	43.5	880
chr2	184293689	184295447	43.6	1758
chr2	184331428	184332252	48.8	824
chr2	184344367	184346109	40.4	1742
chr2	184557673	184558297	47.6	624
chr2	184612169	184613300	46.2	1131
chr2	184619249	184620361	45.2	1112
chr2	184623390	184623938	43.2	548
chr2	184632218	184633443	43.9	1225
chr2	184665681	184667101	40.8	1420
chr2	184675830	184677153	48.9	1323
chr2	184702063	184702199	40	136
chr2	184718538	184719293	45.1	755
chr2	184719911	184721179	44.9	1268
chr2	184721179	184721514	49	335
chr2	184732987	184733933	39.7	946
chr2	184757983	184758613	44.9	630
chr2	184814246	184814914	44.2	668
chr2	184822208	184823077	48.1	869
chr2	184875473	184875890	47.7	417
chr2	184928635	184929663	45.9	1028
chr2	184936268	184936921	43.6	653
chr2	184949766	184950404	50	638
chr2	184980763	184981926	47.8	1163
chr2	185153506	185154237	47.4	731
chr2	185232966	185233718	42.1	752
chr2	185740037	185740946	39.1	909
chr2	185771865	185772554	31.7	689
chr2	185779902	185781369	40.4	1467
chr2	185782478	185783450	38.1	972
chr2	185786384	185787911	42.2	1527
chr2	185788764	185790880	44.4	2116
chr2	185791514	185792540	39.1	1026
chr2	185808357	185808928	47.5	571
chr2	185811618	185814103	44.4	2485
chr2	185993951	185994243	36	292
chr2	186189339	186190355	50	1016
chr2	186333064	186334339	40.5	1275
chr2	186335449	186336619	38.1	1170
chr2	186359414	186360054	39.1	640
chr2	186418506	186418954	49.1	448
chr2	186440560	186441493	50	933
chr2	186642229	186643910	45.5	1681
chr2	186647724	186648265	38.8	541
chr2	186663059	186663325	39	266
chr2	186664026	186665291	46.3	1265
chr2	186669687	186670482	47.8	795
chr2	186672115	186673965	47.8	1850
chr2	186695998	186696550	50	552
chr2	186717211	186717641	48.8	430
chr2	186718628	186720655	47.6	2027
chr2	186724149	186724784	46.3	635
chr2	186781211	186781984	39.1	773
chr2	186792817	186793790	33.9	973
chr2	186806496	186807423	48.1	927
chr2	186859801	186860788	42.9	987
chr2	186878577	186879273	48.9	696
chr2	186881010	186882753	42	1743
chr2	186885220	186886885	38.5	1665
chr2	186961134	186962553	40.9	1419
chr2	187170055	187171998	41.3	1943
chr2	187264477	187265747	46.3	1270
chr2	187462531	187463681	46.7	1150
chr2	187515472	187515880	41.3	408
chr2	187732388	187733250	39	862
chr2	187842530	187843638	34.3	1108
chr2	188044823	188045747	45.7	924
chr2	188125954	188126826	43.9	872
chr2	188161252	188162486	48.9	1234
chr2	188240695	188241528	37.5	833
chr2	188271810	188274019	38.2	2209
chr2	188276770	188277790	35.8	1020
chr2	188286697	188287607	44.2	910
chr2	188319039	188320637	46.8	1598
chr2	188522182	188523459	50	1277
chr2	188525006	188525416	50	410
chr2	188558036	188558880	46.3	844
chr2	188561613	188562278	44.4	665
chr2	188566227	188567433	44.2	1206
chr2	188568319	188569116	46.7	797
chr2	188612323	188614034	36.1	1711
chr2	188653174	188653790	42.9	616
chr2	188655531	188656687	45.7	1156
chr2	188657582	188660968	37.2	3386
chr2	188674417	188675016	41.3	599
chr2	188682379	188683795	48	1416
chr2	190065795	190066395	41.9	600
chr2	190234280	190234292	44.1	12
chr2	190604671	190605077	30	406
chr2	190624684	190625554	38.5	870
chr2	190644738	190645703	35.4	965
chr2	190649976	190650672	42.6	696
chr2	190687815	190689136	50	1321
chr2	190709684	190712040	42.6	2356
chr2	190713437	190714694	48.8	1257
chr2	190717460	190718511	39.2	1051
chr2	190720363	190720931	43.1	568
chr2	190726724	190727653	39.3	929
chr2	190732487	190734390	39.6	1903
chr2	190736812	190739086	46.3	2274
chr2	190760878	190762035	48.9	1157
chr2	190771050	190772494	46.2	1444
chr2	190777766	190777793	41.4	27
chr2	190787837	190789020	48.9	1183
chr2	190806325	190807133	49	808
chr2	190843761	190844517	44.7	756
chr2	190848894	190850626	40	1732
chr2	190851456	190853271	41.5	1815
chr2	190853892	190854378	49.1	486
chr2	190856050	190856974	45.8	924
chr2	190862799	190862840	33.9	41
chr2	191035185	191035551	48.4	366
chr2	191298326	191299547	44.7	1221
chr2	191309373	191310096	46.2	723
chr2	191312212	191313101	39.5	889
chr2	191315494	191317639	40	2145
chr2	191338103	191338111	42.9	8
chr2	191614335	191617031	42.6	2696
chr2	191618060	191619674	42.1	1614
chr2	191625350	191627457	37.7	2107
chr2	191648928	191650216	48.9	1288
chr2	191681687	191682725	44.4	1038
chr2	191757860	191758912	46.3	1052
chr2	191777164	191777686	39.6	522
chr2	191784708	191786325	44.2	1617
chr2	191787633	191792835	39.6	5202
chr2	191795366	191796834	41.7	1468
chr2	192005631	192006768	46.3	1137
chr2	192013527	192014271	49	744
chr2	192059136	192059150	34.1	14
chr2	192076228	192076970	35.8	742
chr2	192187377	192188818	43.8	1441
chr2	192230194	192231485	11.1	1291
chr2	192236995	192237647	44.9	652
chr2	192243803	192244678	42.6	875
chr2	192252087	192253230	47.4	1143
chr2	192603228	192605197	46.7	1969
chr2	192674007	192675026	40.7	1019
chr2	192675809	192678312	43.4	2503
chr2	193170450	193171611	33.3	1161
chr2	193215170	193215803	37.1	633
chr2	193216459	193217865	38.9	1406
chr2	193262639	193263769	45	1130
chr2	193263769	193272404	43.9	8635
chr2	193273556	193301186	33.3	27630
chr2	193302343	193316768	45.9	14425
chr2	193317125	193321662	40	4537
chr2	193326269	193425154	47.6	98885
chr2	193425764	193453034	46.7	27270
chr2	193453492	193489896	44.1	36404
chr2	193489968	193522668	34.6	32700
chr2	193522682	193622621	49.1	99939
chr2	193623587	193628612	48.8	5025
chr2	193629411	193701258	43.1	71847
chr2	193702394	194976812	12.2	1274418
chr2	194977841	194988874	45.7	11033
chr2	194989271	194991201	40	1930
chr2	194991737	195188552	48.9	196815
chr2	195189067	195289988	20	100921
chr2	195291779	195295405	37.2	3626
chr2	195296624	195598573	44.7	301949
chr2	195599342	196102047	44.2	502705
chr2	196102062	196414623	43.8	312561
chr2	196416453	196457055	38.8	40602
chr2	196457978	196570785	36.6	112807
chr2	196571556	196574371	38.3	2815
chr2	196575032	196582114	33.3	7082
chr2	196582284	196604459	36.7	22175
chr2	196605081	196615937	46	10856
chr2	196616468	196626216	35.7	9748
chr2	196626616	196631178	48.8	4562
chr2	196631803	196639993	43.5	8190
chr2	196640482	196642550	37.8	2068
chr2	196642703	196693941	43.4	51238
chr2	196694112	196726730	45.8	32618
chr2	196727312	196729637	49	2325
chr2	196730672	196732666	49.1	1994
chr2	196733044	196761541	46.2	28497
chr2	196762356	196763145	44.2	789
chr2	196763301	196772784	47.2	9483
chr2	196774027	196782879	44.2	8852
chr2	196784320	196785883	44.7	1563
chr2	196786902	196852288	50	65386
chr2	196852608	196874245	45.7	21637
chr2	196874885	196877739	46.3	2854
chr2	196878605	196879391	47.8	786
chr2	196879908	196936074	45.8	56166
chr2	196938035	197108504	48.6	170469
chr2	197112303	197114076	45.9	1773
chr2	197114330	197118088	44.7	3758
chr2	197118409	197119753	35.7	1344
chr2	197120362	197313339	43.9	192977
chr2	197313353	197432804	43.6	119451
chr2	197434000	197466607	43.1	32607
chr2	197466823	197523382	46.8	56559
chr2	197523468	197617102	48.9	93634
chr2	197617665	197700823	44.8	83158
chr2	197701190	197745170	42.1	43980
chr2	197746746	197747902	44.4	1156
chr2	197748168	197752407	50	4239
chr2	197753064	197757706	47.8	4642
chr2	197758228	198676387	41.5	918159
chr2	198677014	198680516	48.9	3502
chr2	198681779	198683552	42.9	1773
chr2	198683609	198693326	41.5	9717
chr2	198693846	198708215	46.8	14369
chr2	198708734	198713525	45.7	4791
chr2	198713869	198719573	45	5704
chr2	198719864	198788011	46.5	68147
chr2	198788304	199153371	44.2	365067
chr2	199153878	199160976	49	7098
chr2	199162047	199163183	46.8	1136
chr2	199164104	199281636	47.2	117532
chr2	199282057	199332314	37.1	50257
chr2	199332676	199431387	47.6	98711
chr2	199431804	199462865	49.1	31061
chr2	199463206	199483578	47.1	20372
chr2	199484219	199488957	46.5	4738
chr2	199489680	199505220	39.5	15540
chr2	199506089	199641905	40.4	135816
chr2	199642066	199646803	47.9	4737
chr2	199647511	199654656	50	7145
chr2	199654823	199662889	45.6	8066
chr2	199664361	199665271	40	910
chr2	199666722	200068959	39.5	402237
chr2	200070399	200075338	41.2	4939
chr2	200076392	200081898	37.8	5506
chr2	200084676	200087806	44	3130
chr2	200089761	200314798	46.5	225037
chr2	200316143	200396988	47.6	80845
chr2	200397021	200748066	25	351045
chr2	200748584	200754978	38.6	6394
chr2	200755460	200790064	48	34604
chr2	200790228	200942160	42.1	151932
chr2	200942580	201222390	49.1	279810
chr2	201223094	201223903	41.7	809
chr2	201224543	201225620	42.6	1077
chr2	201226225	201503831	46.5	277606
chr2	201503849	201644867	37.1	141018
chr2	201645192	201649912	42.3	4720
chr2	201650901	201769159	49	118258
chr2	201769723	202014540	24.3	244817
chr2	202014768	202018869	45.7	4101
chr2	202020803	202175888	40	155085
chr2	202176496	202217382	46.7	40886
chr2	202218499	202219713	46.5	1214
chr2	202220924	202251841	39	30917
chr2	202252533	202268909	47.9	16376
chr2	202269526	202273202	44.7	3676
chr2	202274002	202849538	48.7	575536
chr2	202849594	202989275	20	139681
chr2	202989401	203733334	11.1	743933
chr2	203733620	204194118	12.5	460498
chr2	204194755	204206065	30.4	11310
chr2	204207532	204221802	50	14270
chr2	204222542	204226014	47.6	3472
chr2	204227186	204250029	50	22843
chr2	204250917	204260662	47.8	9745
chr2	204261165	204311034	47.9	49869
chr2	204311963	204376969	42.9	65006
chr2	204377183	204380217	46.9	3034
chr2	204380633	204381783	35.3	1150
chr2	204382367	204409548	37.3	27181
chr2	204410437	204411897	35.6	1460
chr2	204412690	204544545	30.4	131855
chr2	204544855	204552298	28.6	7443
chr2	204552660	204557618	50	4958
chr2	204558491	204559574	50	1083
chr2	204560244	204564161	45.9	3917
chr2	204565080	204572500	41.9	7420
chr2	204572800	204574703	38.3	1903
chr2	204575485	204579885	44.2	4400
chr2	204580185	204583765	46.5	3580
chr2	204585079	204728204	48.8	143125
chr2	204728820	204738030	50	9210
chr2	204739173	204741247	47.9	2074
chr2	204741949	204766958	48	25009
chr2	204767070	204966087	47.1	199017
chr2	204966612	204978166	45.2	11554
chr2	204979815	204991984	40	12169
chr2	204992276	204993489	47.9	1213
chr2	204993881	204999174	45.5	5293
chr2	204999706	205099038	41.2	99332
chr2	205100082	205117550	43.8	17468
chr2	205118822	205131098	35.9	12276
chr2	205131222	205132989	29.2	1767
chr2	205133434	205153464	39.7	20030
chr2	205153850	205190132	42.2	36282
chr2	205190350	205195174	46.2	4824
chr2	205195752	205362091	47.8	166339
chr2	205362931	205480601	40	117670
chr2	205480626	205647814	10.3	167188
chr2	205648850	205652249	43.9	3399
chr2	205653517	205657104	41.5	3587
chr2	205657956	205676473	43.6	18517
chr2	205677188	205678140	46.8	952
chr2	205678428	205700096	47.1	21668
chr2	205700116	205703672	42.6	3556
chr2	205705582	205706391	46.3	809
chr2	205706551	205745944	48.8	39393
chr2	205745969	205780915	40.8	34946
chr2	205781819	205786401	42.6	4582
chr2	205787384	205788976	47.4	1592
chr2	205789211	205816068	42.9	26857
chr2	205816379	205817840	45	1461
chr2	205818141	205862044	45.8	43903
chr2	205863296	205961825	31	98529
chr2	205961855	205963622	50	1767
chr2	205964121	206071746	47.3	107625
chr2	206071961	206097449	43.9	25488
chr2	206097984	206102241	45.2	4257
chr2	206102603	206108857	40.5	6254
chr2	206109285	206129556	39	20271
chr2	206129666	206130514	42.9	848
chr2	206145476	206146551	46.8	1075
chr2	206161362	206162549	46	1187
chr2	206231710	206232685	35.7	975
chr2	206407898	206408248	48	350
chr2	206421289	206422427	38.5	1138
chr2	206437394	206438522	48.1	1128
chr2	206439651	206441358	46.6	1707
chr2	206450405	206451889	37.5	1484
chr2	206575439	206576662	40	1223
chr2	206589541	206590728	44.1	1187
chr2	206610155	206611017	43.6	862
chr2	206615734	206616830	39	1096
chr2	206622812	206624295	32.7	1483
chr2	206640004	206640788	40.7	784
chr2	206646547	206647647	48.3	1100
chr2	206654556	206654816	44	260
chr2	207152373	207152621	43.6	248
chr2	207158886	207160185	44	1299
chr2	207343607	207343966	44.9	359
chr2	207395589	207396490	40.8	901
chr2	207485918	207489602	39.2	3684
chr2	207528499	207528571	43.9	72
chr2	207592365	207594743	33.3	2378
chr2	207608875	207609647	43.1	772
chr2	207778864	207780303	50	1439
chr2	207786190	207788152	45	1962
chr2	208105376	208106376	46.3	1000
chr2	208111642	208112665	44.7	1023
chr2	208118583	208119533	46.3	950
chr2	208155809	208156655	50	846
chr2	208160567	208161598	46.4	1031
chr2	208171461	208175238	48.8	3777
chr2	208175800	208178002	48.9	2202
chr2	208206080	208207037	50	957
chr2	208214975	208216040	44.2	1065
chr2	208223229	208224286	48.8	1057
chr2	208231508	208232705	41.9	1197
chr2	208258630	208258912	33.3	282
chr2	208304913	208305634	49.1	721
chr2	208310100	208310540	39.1	440
chr2	208398096	208398150	42.9	54
chr2	208457840	208460273	11.1	2433
chr2	208501455	208502376	40.8	921
chr2	208535732	208536906	44.1	1174
chr2	208542646	208544261	41.9	1615
chr2	208578008	208579746	47.9	1738
chr2	208580946	208581917	45	971
chr2	208611507	208614249	48.8	2742
chr2	208616733	208617786	44.4	1053
chr2	208627617	208628837	44.7	1220
chr2	208630643	208632107	48.9	1464
chr2	208638156	208640133	45	1977
chr2	208656902	208657080	47.5	178
chr2	208668372	208669648	40	1276
chr2	208676513	208678217	40.5	1704
chr2	208680442	208680979	38.9	537
chr2	208681605	208682316	40	711
chr2	208682965	208684937	34.2	1972
chr2	209116225	209117711	45.3	1486
chr2	209483615	209484562	47.7	947
chr2	209558322	209559451	43.6	1129
chr2	209561941	209562952	45.9	1011
chr2	209563840	209564319	46.2	479
chr2	209565095	209565948	48.6	853
chr2	209568762	209570336	45.2	1574
chr2	209571421	209572569	48.6	1148
chr2	209580807	209583098	33.3	2291
chr2	209587625	209588757	41.3	1132
chr2	209608052	209609651	43.4	1599
chr2	209624334	209625368	50	1034
chr2	209635461	209636787	45.1	1326
chr2	209642578	209646291	46.7	3713
chr2	209647102	209648567	48.6	1465
chr2	209650878	209653065	41.5	2187
chr2	209659557	209660983	43.4	1426
chr2	209671460	209672779	43.5	1319
chr2	209688202	209688447	40.4	245
chr2	209693319	209694591	48.8	1272
chr2	209695702	209696244	42.6	542
chr2	209698539	209699189	46.8	650
chr2	209703118	209704068	42.9	950
chr2	209705968	209708676	47.4	2708
chr2	209709513	209710251	43.6	738
chr2	209712609	209712892	46.3	283
chr2	209713765	209715850	47.7	2085
chr2	209717362	209719836	50	2474
chr2	209725490	209726211	38.5	721
chr2	209730658	209732009	47.5	1351
chr2	209781324	209782432	37.5	1108
chr2	209822493	209823568	47.3	1075
chr2	209833307	209834393	48.9	1086
chr2	210228836	210229805	50	969
chr2	210234262	210235296	40	1034
chr2	210860509	210861100	44.4	591
chr2	210861986	210864156	43.9	2170
chr2	210865118	210865784	48.3	666
chr2	210878736	210880226	50	1490
chr2	210969099	210971466	50	2367
chr2	211012713	211013819	44	1106
chr2	211588445	211589370	41.7	925
chr2	211593919	211594858	47.9	939
chr2	211604363	211605001	38.3	638
chr2	211614460	211616523	46.2	2063
chr2	211619160	211619440	41.3	280
chr2	211620273	211621486	40.7	1213
chr2	211646338	211649970	31	3632
chr2	211651006	211652590	44.7	1584
chr2	211653787	211656610	45.7	2823
chr2	211657269	211659983	40	2714
chr2	211703775	211705224	46.7	1449
chr2	211753477	211753783	46	306
chr2	211830539	211831934	44.2	1395
chr2	211838178	211838939	46.2	761
chr2	211840371	211844334	49.1	3963
chr2	211858399	211859180	47.8	781
chr2	211881910	211882622	40	712
chr2	211945684	211946652	48.5	968
chr2	211970272	211971883	35.1	1611
chr2	211977973	211978640	32.4	667
chr2	211988254	211991645	41.2	3391
chr2	211996175	211996637	39	462
chr2	212000848	212001201	45.2	353
chr2	212008833	212012025	44.6	3192
chr2	212023972	212025469	32.7	1497
chr2	212155400	212157070	47.8	1670
chr2	212157829	212164218	48.8	6389
chr2	212178336	212179043	44.2	707
chr2	212186797	212187689	46.3	892
chr2	212432395	212433341	49	946
chr2	212449241	212450230	34.8	989
chr2	212483431	212483587	40	156
chr2	212644549	212648072	47.5	3523
chr2	212649971	212652649	46.8	2678
chr2	212653542	212656042	47.7	2500
chr2	212671904	212672653	47.1	749
chr2	212675134	212677121	48.6	1987
chr2	212683039	212685524	38.5	2485
chr2	212691945	212692486	44.9	541
chr2	212693180	212695832	46	2652
chr2	212697634	212699220	50	1586
chr2	212704045	212708135	43.5	4090
chr2	212716493	212717062	46.8	569
chr2	212718531	212720114	47.6	1583
chr2	212727037	212727864	47.7	827
chr2	212854504	212854706	12.5	202
chr2	212898245	212898803	46.8	558
chr2	212944079	212944656	47.9	577
chr2	213006594	213007657	42.9	1063
chr2	213019781	213021578	43.9	1797
chr2	213072097	213072397	48	300
chr2	213095209	213096010	44.7	801
chr2	213097944	213098867	50	923
chr2	213133128	213135321	44.2	2193
chr2	213140939	213141873	32.7	934
chr2	213201122	213201694	45.9	572
chr2	213244348	213244420	47.4	72
chr2	213264451	213265821	46.5	1370
chr2	213339540	213340847	50	1307
chr2	213353241	213353784	37.5	543
chr2	213376277	213376821	47.5	544
chr2	213381943	213382528	48.6	585
chr2	213445688	213445842	23.3	154
chr2	213447456	213448665	40	1209
chr2	213461955	213463080	45.5	1125
chr2	213466517	213467528	42.3	1011
chr2	213470295	213472284	48.1	1989
chr2	213534430	213535756	41.5	1326
chr2	213553000	213553891	44.3	891
chr2	213557254	213557704	49.1	450
chr2	213633857	213635356	46.5	1499
chr2	213754577	213755217	50	640
chr2	213772523	213773328	48.9	805
chr2	213773956	213774815	49	859
chr2	213793599	213795210	45.2	1611
chr2	213852495	213852528	39.1	33
chr2	213888242	213890431	46	2189
chr2	214099751	214101129	42	1378
chr2	214106128	214106132	46.7	4
chr2	214211987	214212694	48.9	707
chr2	214318196	214318268	40	72
chr2	214454818	214456230	49	1412
chr2	214496462	214496531	34.8	69
chr2	214543380	214543412	37	32
chr2	214669442	214670705	40.6	1263
chr2	214671252	214671811	43.8	559
chr2	214756816	214758058	44.1	1242
chr2	214791132	214792425	45.7	1293
chr2	214979961	214980944	46.4	983
chr2	215003217	215003764	33.3	547
chr2	215045653	215048070	48.2	2417
chr2	215066239	215069936	24.4	3697
chr2	215072253	215073018	26.2	765
chr2	215073969	215074360	36.4	391
chr2	215075676	215076378	40.9	702
chr2	215097303	215098648	36.9	1345
chr2	215100015	215101782	37.1	1767
chr2	215103068	215104050	37.9	982
chr2	215105093	215106635	38.5	1542
chr2	215108256	215109410	41.7	1154
chr2	215110389	215113530	44.4	3141
chr2	215114676	215121029	49.1	6353
chr2	215121756	215122873	49	1117
chr2	215124333	215125529	45.3	1196
chr2	215129411	215131132	36.2	1721
chr2	215146516	215147278	38.5	762
chr2	215151633	215153421	38.3	1788
chr2	215183941	215185782	46	1841
chr2	215227308	215228342	44	1034
chr2	215231338	215231955	45.5	617
chr2	215235235	215235715	45.5	480
chr2	215237343	215238638	48.9	1295
chr2	215240368	215241391	47.8	1023
chr2	215245493	215249339	48.9	3846
chr2	215250805	215253257	43.8	2452
chr2	215292203	215294203	46.5	2000
chr2	215319078	215320325	46.9	1247
chr2	215321277	215321779	46.9	502
chr2	215334484	215335892	12.5	1408
chr2	215435058	215435305	48.8	247
chr2	215519718	215520529	45.8	811
chr2	215564522	215565300	42.9	778
chr2	215722800	215725252	40.4	2452
chr2	215815479	215816353	44.4	874
chr2	215827085	215828454	45.9	1369
chr2	215876428	215876984	48.1	556
chr2	215885133	215886282	48.9	1149
chr2	215901932	215903288	36.7	1356
chr2	215980493	215982247	47.5	1754
chr2	216029417	216030723	45.3	1306
chr2	216038137	216039542	46.8	1405
chr2	216048307	216048751	47.2	444
chr2	216050902	216051220	46.2	318
chr2	216062558	216064269	36.7	1711
chr2	216064929	216065763	33.3	834
chr2	216093271	216094417	50	1146
chr2	216106830	216107870	41.3	1040
chr2	216126992	216129674	38.6	2682
chr2	216197841	216198678	37.7	837
chr2	216199352	216200371	35.7	1019
chr2	216223339	216225025	35.6	1686
chr2	216230112	216231518	45.5	1406
chr2	216434447	216434639	45.6	192
chr2	216460136	216460843	38.5	707
chr2	216464586	216464839	48.5	253
chr2	216467698	216468981	47.5	1283
chr2	216472740	216474219	41.2	1479
chr2	216481985	216483758	47.9	1773
chr2	216484939	216485391	44.7	452
chr2	216515683	216516443	47.9	760
chr2	216527909	216528405	45.8	496
chr2	216531451	216531748	41.5	297
chr2	216652934	216654450	36	1516
chr2	216659836	216660722	43.1	886
chr2	216685057	216685229	46	172
chr2	216767741	216768521	47.1	780
chr2	216843096	216843352	45.2	256
chr2	216855197	216855657	38.1	460
chr2	216864921	216865387	47.4	466
chr2	217105299	217106256	40	957
chr2	217320383	217321560	42	1177
chr2	217427994	217430287	43.8	2293
chr2	217483046	217483877	41.5	831
chr2	217510082	217513333	42.3	3251
chr2	217516618	217518401	48.1	1783
chr2	217519285	217520424	48	1139
chr2	217523485	217523662	43.2	177
chr2	217575503	217575627	47.6	124
chr2	217580515	217581250	37.8	735
chr2	217584251	217585376	41.7	1125
chr2	217586218	217587096	41.7	878
chr2	218293180	218294031	46.8	851
chr2	218314283	218315275	49	992
chr2	218324377	218325033	48.1	656
chr2	218325787	218328663	49.1	2876
chr2	218329284	218330869	48.9	1585
chr2	218331579	218333075	43.8	1496
chr2	218334063	218335469	40	1406
chr2	218339257	218341366	39.5	2109
chr2	218488712	218489524	50	812
chr2	218599103	218600196	38.2	1093
chr2	218603827	218607607	42.9	3780
chr2	218677098	218678765	46	1667
chr2	218800794	218800865	33.3	71
chr2	218808924	218809692	40.9	768
chr2	218849155	218849620	48.9	465
chr2	218859597	218860486	36.4	889
chr2	218892606	218893751	50	1145
chr2	218975398	218976247	50	849
chr2	219054415	219056040	46	1625
chr2	219210529	219211112	47.1	583
chr2	219216833	219217762	48.6	929
chr2	219227471	219228368	39	897
chr2	219230992	219232152	46.3	1160
chr2	219241380	219243088	50	1708
chr2	219244608	219246379	49	1771
chr2	219247553	219248514	43.8	961
chr2	219251133	219254652	49.1	3519
chr2	219259717	219261962	44	2245
chr2	219273829	219274207	38.3	378
chr2	219281621	219282208	36.4	587
chr2	219286353	219288211	40	1858
chr2	219290586	219291322	44.9	736
chr2	219303435	219304718	46.2	1283
chr2	219536379	219537458	42.2	1079
chr2	219549437	219551551	48.1	2114
chr2	219568899	219568997	38.1	98
chr2	219625970	219626903	26	933
chr2	219672426	219673258	50	832
chr2	219675810	219676265	46.2	455
chr2	220189032	220189646	37.8	614
chr2	220194674	220195074	38.6	400
chr2	220199059	220200260	26.3	1201
chr2	220200260	220201707	30.2	1447
chr2	220210759	220211471	48.7	712
chr2	220212421	220212567	44.4	146
chr2	220227981	220229435	49	1454
chr2	220231225	220232634	50	1409
chr2	220234196	220235643	42.1	1447
chr2	220264851	220265708	47.4	857
chr2	220289642	220290467	42.6	825
chr2	220296873	220298342	50	1469
chr2	220317136	220318831	40	1695
chr2	220360334	220360870	38.9	536
chr2	220453759	220458061	46	4302
chr2	220458667	220458930	37.7	263
chr2	220501044	220501883	40.4	839
chr2	220547082	220547345	43.9	263
chr2	220558323	220559519	47.8	1196
chr2	220574365	220574887	47.6	522
chr2	220580547	220581960	50	1413
chr2	220582834	220585995	43.9	3161
chr2	220588037	220591145	38	3108
chr2	220606074	220606419	42.9	345
chr2	220607179	220608046	36.4	867
chr2	220669679	220671048	41.7	1369
chr2	220672430	220674634	43.6	2204
chr2	220679811	220680744	47.8	933
chr2	220681918	220686973	48.1	5055
chr2	220694340	220695241	37.5	901
chr2	220718409	220718563	46.7	154
chr2	220767903	220768299	47.9	396
chr2	220776360	220777491	47.3	1131
chr2	220779512	220781718	44.1	2206
chr2	220786687	220787790	48	1103
chr2	220795206	220795582	48	376
chr2	220802863	220804201	43.1	1338
chr2	220807622	220808312	35.8	690
chr2	220816556	220817357	44.8	801
chr2	220826397	220827703	42.9	1306
chr2	220846749	220847391	39.1	642
chr2	220932411	220933528	42.9	1117
chr2	220935100	220936351	47.5	1251
chr2	220946383	220947454	47.5	1071
chr2	220951477	220953266	45.6	1789
chr2	220955065	220956013	43.3	948
chr2	220959521	220960359	42.9	838
chr2	220961021	220963755	47.6	2734
chr2	220964535	220971841	48.1	7306
chr2	220974299	220975197	44.2	898
chr2	220978215	220978763	42.2	548
chr2	221219990	221220020	20	30
chr2	221284231	221285372	36.5	1141
chr2	221375621	221376681	46.3	1060
chr2	221388873	221390561	48.1	1688
chr2	221447793	221448878	44.9	1085
chr2	221500428	221503074	48	2646
chr2	221504153	221505639	48	1486
chr2	221666767	221666941	50	174
chr2	221672501	221677875	47.8	5374
chr2	221679154	221680109	49	955
chr2	221682454	221683932	45.7	1478
chr2	221684821	221685693	41.3	872
chr2	221687562	221688152	50	590
chr2	221733298	221733804	44	506
chr2	221745280	221745901	43.1	621
chr2	221818939	221820489	47.6	1550
chr2	221823267	221826154	45.7	2887
chr2	221827111	221827678	47.7	567
chr2	221828618	221831488	47.5	2870
chr2	221848612	221849379	45.2	767
chr2	221852074	221852193	38.3	119
chr2	221853178	221853723	34.1	545
chr2	221856010	221856893	32.6	883
chr2	221881345	221882071	38.5	726
chr2	221895028	221895860	43.4	832
chr2	221900351	221901701	42.6	1350
chr2	221902370	221903852	42.9	1482
chr2	221904382	221906339	47.8	1957
chr2	221916746	221917983	41.7	1237
chr2	221984797	221984807	45.2	10
chr2	222051803	222052045	47.2	242
chr2	222302434	222303227	41.5	793
chr2	222515817	222517046	49.2	1229
chr2	222518136	222518325	48.4	189
chr2	222570980	222571963	48.8	983
chr2	222591236	222592734	39.4	1498
chr2	222596402	222599350	45.2	2948
chr2	222601351	222601657	43.3	306
chr2	222619349	222619722	48	373
chr2	222621781	222623218	47.2	1437
chr2	222629089	222630208	41.2	1119
chr2	222633662	222633981	43.2	319
chr2	222635857	222636753	45.9	896
chr2	222640771	222641495	39.4	724
chr2	222675623	222676659	44	1036
chr2	222679382	222680462	47.1	1080
chr2	222724659	222729163	47.7	4504
chr2	222797350	222798280	46.2	930
chr2	222807880	222809097	43.8	1217
chr2	222920136	222920243	45.7	107
chr2	223007600	223009007	46.9	1407
chr2	223167497	223168071	41.9	574
chr2	223286154	223286704	36.7	550
chr2	223288965	223289693	40.9	728
chr2	223300678	223300734	14	56
chr2	223301388	223302938	43.2	1550
chr2	223329780	223330353	37.5	573
chr2	223384025	223385356	47.1	1331
chr2	223414738	223415690	42.4	952
chr2	223491651	223492893	38.5	1242
chr2	223494543	223499493	44.2	4950
chr2	223500121	223503740	46.2	3619
chr2	223522464	223522484	46.3	20
chr2	223524352	223524992	39.6	640
chr2	223535357	223536194	43.2	837
chr2	223565509	223567525	44.7	2016
chr2	223588571	223590391	50	1820
chr2	223591277	223594159	49	2882
chr2	223596132	223598097	40.5	1965
chr2	223600530	223601850	44.4	1320
chr2	223604945	223605848	37.2	903
chr2	223607223	223607666	42.9	443
chr2	223609316	223610853	48.9	1537
chr2	223612744	223615240	48.9	2496
chr2	223619982	223620758	41.7	776
chr2	223622102	223623335	49.1	1233
